Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1078,Albert Guðmundsson,is ISL,"FW,MF",Genoa,it Serie A,26.0,1997.0,35,34,3016,33.5,14,4,18,10,4,5,4,0,9.9,5.8,5.2,11.0,82.0,120.0,168.0,0.42,0.12,0.54,0.3,0.42,0.3,0.16,0.45,0.17,0.33
2330,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23.0,1999.0,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2.0,29.0,72.0,13.0,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14
504,Alberto Cerri,it ITA,FW,Empoli,it Serie A,27.0,1996.0,12,10,545,6.1,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,3.0,9.0,23.0,0.17,0.0,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23
622,Alberto Dadie,es ESP,MF,Real Sociedad,es La Liga,21.0,2002.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,24.0,1998.0,35,33,2977,33.1,2,4,6,2,0,0,5,0,2.2,2.2,2.1,4.3,9.0,89.0,2.0,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13
1027,Alberto Grassi,it ITA,MF,Empoli,it Serie A,28.0,1995.0,27,22,1807,20.1,0,1,1,0,0,0,6,1,1.1,1.1,0.6,1.7,13.0,75.0,13.0,0.0,0.05,0.05,0.0,0.05,0.05,0.03,0.09,0.05,0.09
1614,Alberto Marí,es ESP,FW,Valencia,es La Liga,22.0,2001.0,16,2,276,3.1,1,1,2,0,1,1,0,0,1.8,1.2,0.9,2.0,2.0,6.0,13.0,0.33,0.33,0.65,0.0,0.33,0.6,0.28,0.88,0.39,0.67
1790,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,19.0,2003.0,28,21,1803,20.0,3,3,6,3,0,0,1,0,2.0,2.0,2.7,4.6,86.0,87.0,184.0,0.15,0.15,0.3,0.15,0.3,0.1,0.13,0.23,0.1,0.23
1803,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,31.0,1992.0,27,17,1484,16.5,2,2,4,2,0,0,5,2,0.7,0.7,1.6,2.4,26.0,55.0,79.0,0.12,0.12,0.24,0.12,0.24,0.04,0.1,0.14,0.04,0.14
2086,Alberto Perea,es ESP,"MF,FW",Granada,es La Liga,32.0,1990.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,4.87,0.0,4.87
2239,Alberto Risco,es ESP,MF,Getafe,es La Liga,17.0,2005.0,4,1,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.26,0.05,0.26
2479,Alberto Soro,es ESP,MF,Granada,es La Liga,24.0,1999.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51
938,Aleix García,es ESP,MF,Girona,es La Liga,26.0,1997.0,37,36,3199,35.5,3,6,9,3,0,0,4,1,1.8,1.8,5.5,7.3,58.0,294.0,52.0,0.08,0.17,0.25,0.08,0.25,0.05,0.16,0.21,0.05,0.21
195,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19.0,2003.0,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73.0,41.0,141.0,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09
953,Alejandro Garnacho,ar ARG,FW,Manchester Utd,eng Premier League,19.0,2004.0,36,30,2565,28.5,7,4,11,7,0,0,4,0,8.4,8.3,5.1,13.4,178.0,62.0,281.0,0.25,0.14,0.39,0.25,0.39,0.29,0.18,0.47,0.29,0.47
1234,Alejandro Jiménez,es ESP,DF,Milan,it Serie A,18.0,2005.0,3,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
2152,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,24.0,1999.0,21,9,976,10.8,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,22.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1
2684,Alejo Véliz,ar ARG,FW,Tottenham,eng Premier League,19.0,2003.0,8,0,50,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,0.0,1.0,3.0,1.8,0.0,1.8,1.8,1.8,0.45,0.0,0.45,0.45,0.45
1777,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28.0,1994.0,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44
2057,Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,19.0,2004.0,19,14,1227,13.6,2,2,4,2,0,0,6,0,1.2,1.2,1.0,2.2,14.0,105.0,14.0,0.15,0.15,0.29,0.15,0.29,0.09,0.07,0.16,0.09,0.16
2171,Aleksandar Radovanović,rs SRB,DF,Almería,es La Liga,29.0,1993.0,9,8,569,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
2400,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,31.0,1991.0,11,11,946,10.5,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,6.0,26.0,1.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03
991,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,27.0,1996.0,25,25,2147,23.9,6,6,12,6,0,0,8,1,3.4,3.4,4.7,8.0,50.0,172.0,157.0,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34
1769,Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,27.0,1995.0,27,12,1176,13.1,3,5,8,3,0,0,1,0,5.4,5.4,4.1,9.5,41.0,75.0,122.0,0.23,0.38,0.61,0.23,0.61,0.41,0.31,0.72,0.41,0.72
234,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24.0,1999.0,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63.0,142.0,77.0,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18
405,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,24.0,1999.0,29,29,2527,28.1,3,0,3,3,0,0,7,0,1.6,1.6,0.1,1.7,14.0,62.0,10.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.06,0.06,0.06
663,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,27.0,1995.0,27,19,1608,17.9,1,0,1,1,0,0,7,0,2.5,2.5,0.9,3.4,9.0,64.0,21.0,0.06,0.0,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19
668,Alessandro Dellavalle,it ITA,DF,Torino,it Serie A,19.0,2004.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,24.0,1999.0,15,2,359,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
885,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32.0,1991.0,31,19,1732,19.2,1,4,5,1,0,0,5,0,1.7,1.7,3.4,5.1,29.0,106.0,50.0,0.05,0.21,0.26,0.05,0.26,0.09,0.18,0.26,0.09,0.26
2480,Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21.0,2002.0,7,5,548,6.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2727,Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,24.0,1998.0,20,14,1169,13.0,0,1,1,0,0,0,4,0,0.4,0.4,0.5,0.9,8.0,49.0,12.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07
2815,Alessandro Zanoli,it ITA,DF,Salernitana,it Serie A,22.0,2000.0,17,10,921,10.2,0,2,2,0,0,0,3,0,0.2,0.2,1.8,1.9,27.0,28.0,45.0,0.0,0.2,0.2,0.0,0.2,0.02,0.17,0.19,0.02,0.19
602,Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29.0,1994.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28.0,1995.0,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,7.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
2828,Alessio Zerbin,it ITA,"DF,FW",Monza,it Serie A,24.0,1999.0,13,7,684,7.6,0,1,1,0,0,0,2,1,0.4,0.4,0.8,1.2,17.0,20.0,46.0,0.0,0.13,0.13,0.0,0.13,0.05,0.11,0.16,0.05,0.16
181,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22.0,2001.0,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84.0,165.0,181.0,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57
1205,Alex Iwobi,ng NGA,"FW,MF",Fulham,eng Premier League,27.0,1996.0,30,25,2192,24.4,5,2,7,5,0,0,2,0,5.3,5.3,4.7,10.0,109.0,147.0,175.0,0.21,0.08,0.29,0.21,0.29,0.22,0.19,0.41,0.22,0.41
1384,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,25.0,1998.0,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2.0,15.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13
1664,Alex Matos,eng ENG,MF,Chelsea,eng Premier League,18.0,2004.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,Alex Meret,it ITA,GK,Napoli,it Serie A,26.0,1997.0,31,31,2773,30.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,eng Premier League,19.0,2004.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,Alex Sandro,br BRA,DF,Juventus,it Serie A,32.0,1991.0,16,8,721,8.0,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.3,16.0,43.0,9.0,0.12,0.0,0.12,0.12,0.12,0.05,0.11,0.16,0.05,0.16
2395,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,19.0,2003.0,23,11,1014,11.3,1,1,2,1,0,0,3,0,0.7,0.7,1.7,2.4,24.0,50.0,35.0,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22
2468,Alex Sola,es ESP,"FW,MF",Alavés,es La Liga,24.0,1999.0,29,14,1262,14.0,0,3,3,0,0,0,2,0,1.6,1.6,2.3,3.9,40.0,42.0,103.0,0.0,0.21,0.21,0.0,0.21,0.12,0.16,0.28,0.12,0.28
396,Alexander Brunst,de GER,GK,Darmstadt 98,de Bundesliga,28.0,1995.0,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,23.0,1999.0,30,27,2255,25.1,21,2,23,16,5,6,1,0,20.3,15.6,3.7,19.3,68.0,71.0,129.0,0.84,0.08,0.92,0.64,0.72,0.81,0.15,0.96,0.62,0.77
1743,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,32.0,1991.0,8,7,695,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,26.0,1996.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,31.0,1992.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,27.0,1995.0,34,30,2489,27.7,23,6,29,23,0,0,3,0,12.3,12.3,4.4,16.7,48.0,40.0,159.0,0.83,0.22,1.05,0.83,1.05,0.44,0.16,0.6,0.44,0.6
1413,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,32.0,1991.0,29,27,2293,25.5,19,2,21,17,2,2,3,1,11.4,9.8,1.9,11.7,22.0,61.0,144.0,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46
2006,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,35.0,1988.0,34,34,2987,33.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Alexis Blin,fr FRA,MF,Lecce,it Serie A,26.0,1996.0,31,16,1642,18.2,0,2,2,0,0,0,4,0,1.1,1.1,0.7,1.8,7.0,60.0,11.0,0.0,0.11,0.11,0.0,0.11,0.06,0.04,0.1,0.06,0.1
548,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,25.0,1998.0,18,4,504,5.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.0,15.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.19,0.13,0.19
1550,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,24.0,1998.0,33,31,2599,28.9,5,5,10,4,1,1,7,1,3.7,2.9,3.6,6.4,44.0,209.0,48.0,0.17,0.17,0.35,0.14,0.31,0.13,0.12,0.25,0.1,0.22
2309,Alexis Saelemaekers,be BEL,"FW,MF",Bologna,it Serie A,24.0,1999.0,30,21,1887,21.0,4,2,6,4,0,0,7,1,2.6,2.6,2.8,5.5,65.0,77.0,180.0,0.19,0.1,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26
2337,Alexis Sánchez,cl CHI,"FW,MF",Inter,it Serie A,34.0,1988.0,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16.0,53.0,58.0,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66
2223,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,23.0,1999.0,29,24,2220,24.7,0,0,0,0,0,0,6,1,2.0,2.0,0.5,2.6,15.0,82.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1
761,Alfie Doughty,eng ENG,DF,Luton Town,eng Premier League,23.0,1999.0,37,34,2925,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,94.0,106.0,164.0,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23
979,Alfie Gilchrist,eng ENG,DF,Chelsea,eng Premier League,19.0,2003.0,11,2,207,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1.0,7.0,4.0,0.43,0.0,0.43,0.43,0.43,0.14,0.0,0.14,0.14,0.14
826,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,31.0,1992.0,31,29,2507,27.9,0,1,1,0,0,0,9,0,1.0,1.0,2.8,3.8,41.0,113.0,89.0,0.0,0.04,0.04,0.0,0.04,0.04,0.1,0.14,0.04,0.14
2065,Alfonso Pedraza,es ESP,DF,Villarreal,es La Liga,27.0,1996.0,19,14,1116,12.4,1,3,4,1,0,0,4,1,0.6,0.6,3.6,4.2,56.0,31.0,97.0,0.08,0.24,0.32,0.08,0.32,0.05,0.29,0.34,0.05,0.34
781,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30.0,1993.0,30,24,1888,21.0,2,5,7,2,0,0,2,0,1.5,1.5,2.0,3.5,23.0,133.0,47.0,0.1,0.24,0.33,0.1,0.33,0.07,0.1,0.17,0.07,0.17
2402,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23.0,2000.0,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.1,0.1,0.7,0.7,16.0,33.0,3.0,0.0,0.08,0.08,0.0,0.08,0.01,0.05,0.06,0.01,0.06
196,Aliou Baldé,gn GUI,"FW,DF",Nice,fr Ligue 1,20.0,2002.0,7,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
77,Alisson,br BRA,GK,Liverpool,eng Premier League,30.0,1992.0,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,18.0,2004.0,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
565,Alois Confais,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26.0,1996.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Alphadjo Cissè,it ITA,FW,Hellas Verona,it Serie A,16.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30.0,1993.0,31,31,2699,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22.0,2000.0,29,24,2065,22.9,2,5,7,2,0,0,0,0,1.0,1.0,2.9,3.8,121.0,117.0,139.0,0.09,0.22,0.31,0.09,0.31,0.04,0.12,0.17,0.04,0.17
697,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,21.0,2002.0,9,3,390,4.3,1,1,2,1,0,0,1,0,0.5,0.5,1.1,1.6,11.0,10.0,31.0,0.23,0.23,0.46,0.23,0.46,0.12,0.24,0.36,0.12,0.36
698,Amadou Diallo,eng ENG,MF,Newcastle Utd,eng Premier League,20.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,25.0,1998.0,21,19,1526,17.0,2,1,3,2,0,0,5,0,1.1,1.1,1.6,2.7,8.0,97.0,11.0,0.12,0.06,0.18,0.12,0.18,0.07,0.09,0.16,0.07,0.16
1363,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,18.0,2005.0,16,4,475,5.3,0,0,0,0,0,0,4,1,0.3,0.3,0.2,0.4,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
1975,Amadou Onana,be BEL,MF,Everton,eng Premier League,21.0,2001.0,30,23,2091,23.2,2,0,2,2,0,0,5,0,2.0,2.0,2.7,4.7,21.0,107.0,39.0,0.09,0.0,0.09,0.09,0.09,0.09,0.11,0.2,0.09,0.2
259,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29.0,1994.0,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04
95,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27.0,1996.0,15,3,394,4.4,0,0,0,0,0,0,2,0,1.6,1.6,0.4,1.9,19.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.35,0.09,0.44,0.35,0.44
627,Ameen Al-Dakhil,be BEL,DF,Burnley,eng Premier League,21.0,2002.0,13,12,1056,11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,7.0,35.0,9.0,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12
2362,Amin Sarr,se SWE,"FW,MF",Wolfsburg,de Bundesliga,22.0,2001.0,14,2,386,4.3,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17
28,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,23.0,2000.0,23,8,898,10.0,4,6,10,4,0,0,5,0,3.3,3.3,2.3,5.6,32.0,39.0,131.0,0.4,0.6,1.0,0.4,1.0,0.33,0.23,0.56,0.33,0.56
1021,Amine Gouiri,dz ALG,"FW,MF",Rennes,fr Ligue 1,23.0,2000.0,31,24,2067,23.0,7,3,10,7,0,0,2,0,7.4,7.3,1.7,9.1,59.0,82.0,185.0,0.3,0.13,0.44,0.3,0.44,0.32,0.08,0.4,0.32,0.39
1101,Amine Harit,ma MAR,"MF,FW",Marseille,fr Ligue 1,26.0,1997.0,28,21,1821,20.2,1,2,3,1,0,0,5,0,3.7,3.7,3.7,7.4,84.0,127.0,112.0,0.05,0.1,0.15,0.05,0.15,0.18,0.18,0.37,0.18,0.37
2318,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,23.0,2000.0,11,2,313,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,1.0,10.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27
2228,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,21.0,2002.0,28,14,1352,15.0,3,1,4,3,0,0,4,0,1.6,1.6,1.1,2.8,28.0,72.0,40.0,0.2,0.07,0.27,0.2,0.27,0.11,0.08,0.18,0.11,0.18
2287,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29.0,1994.0,30,30,2600,28.9,3,0,3,3,0,0,5,0,2.2,2.2,0.9,3.1,19.0,113.0,4.0,0.1,0.0,0.1,0.1,0.1,0.08,0.03,0.11,0.08,0.11
2126,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,25.0,1998.0,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19
2823,Anass Zaroury,ma MAR,"FW,MF",Burnley,eng Premier League,22.0,2000.0,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
765,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,23.0,1999.0,32,7,905,10.1,7,1,8,7,0,0,2,0,4.6,4.6,1.3,5.9,10.0,13.0,53.0,0.7,0.1,0.8,0.7,0.8,0.46,0.13,0.59,0.46,0.59
225,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,21.0,2001.0,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56.0,39.0,163.0,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3
1058,Ander Guevara,es ESP,MF,Alavés,es La Liga,26.0,1997.0,37,33,2932,32.6,1,0,1,1,0,0,7,0,0.7,0.7,0.9,1.5,53.0,187.0,37.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05
1133,Ander Herrera,es ESP,MF,Athletic Club,es La Liga,33.0,1989.0,23,10,1030,11.4,0,3,3,0,0,0,4,0,0.7,0.7,1.2,1.9,11.0,94.0,17.0,0.0,0.26,0.26,0.0,0.26,0.06,0.1,0.17,0.06,0.17
1018,Andoni Gorosabel,es ESP,DF,Alavés,es La Liga,26.0,1996.0,36,33,2854,31.7,1,0,1,1,0,0,6,0,0.7,0.7,1.3,2.0,58.0,117.0,121.0,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06
390,Andre Brooks,eng ENG,"MF,DF",Sheffield Utd,eng Premier League,19.0,2003.0,20,12,938,10.4,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,12.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
2813,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,it Serie A,27.0,1995.0,34,32,2786,31.0,0,2,2,0,0,0,2,0,3.4,3.3,3.0,6.3,43.0,163.0,139.0,0.0,0.06,0.06,0.0,0.06,0.11,0.1,0.21,0.11,0.2
268,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,29.0,1993.0,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10.0,15.0,60.0,0.28,0.0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41
438,Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,23.0,2000.0,34,28,2372,26.4,2,3,5,2,0,0,10,0,2.2,2.2,3.9,6.0,87.0,71.0,172.0,0.08,0.11,0.19,0.08,0.19,0.08,0.15,0.23,0.08,0.23
456,Andrea Carboni,it ITA,DF,Monza,it Serie A,22.0,2001.0,21,16,1487,16.5,1,0,1,1,0,0,1,0,1.2,1.2,0.5,1.7,13.0,46.0,22.0,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1
559,Andrea Colpani,it ITA,"MF,FW",Monza,it Serie A,24.0,1999.0,38,36,2657,29.5,8,4,12,8,0,0,1,0,4.8,4.8,5.0,9.8,90.0,120.0,193.0,0.27,0.14,0.41,0.27,0.41,0.16,0.17,0.33,0.16,0.33
